EmpID,Employee_Name,MaritalStatusID,GenderID,Salary,Termd,PositionID,State,DOB,DateofHire,DateofTermination,Department,ManagerID,PerformanceScore,EngagementSurvey
10153,"Smith, Leigh Ann",1,0,55000,1,2,MA,31942,40812,41542,Admin Offices,1,Fully Meets,3.8
10157,"Smith, Sade",0,0,58939,0,19,MA,23775,41589,,Production       ,19,Fully Meets,3.73
10119,"Soto, Julia ",1,0,66593,0,14,MA,26735,40704,,IT/IS,6,Fully Meets,4.3
10180,"Soze, Keyser",1,1,87565,0,28,MA,30356,42551,,IT/IS,7,Fully Meets,3.27
10302,"Sparks, Taylor  ",1,0,64021,0,19,MA,25039,40959,,Production       ,12,PIP,2.4
10090,"Spirea, Kelley",1,0,65714,0,18,MA,27667,41184,,Production       ,2,Fully Meets,4.83
10030,"Squatrito, Kristen",2,0,62425,1,19,MA,26749,41407,42184,Production       ,14,Exceeds,4.1
10278,"Stanford,Barbara  M",2,0,47961,0,19,MA,30188,40553,,Production       ,20,Fully Meets,4.1
10307,"Stansfield, Norman",1,1,58273,0,3,NV,27158,41771,,Sales,21,PIP,1.81
10147,"Steans, Tyrone  ",0,1,63003,0,1,MA,31656,41911,,Admin Offices,1,Fully Meets,3.9
10266,"Stoica, Rick",1,1,61355,0,19,MA,31120,41687,,Production       ,18,Fully Meets,4.7
10241,"Strong, Caitrin",1,0,60120,0,3,MT,32640,40448,,Sales,17,Fully Meets,4.1
10158,"Sullivan, Kissy ",1,0,63682,0,18,MA,28577,39821,,Production       ,2,Fully Meets,3.73
10117,"Sullivan, Timothy",1,1,63025,0,19,MA,30231,42009,,Production       ,22,Fully Meets,4.36
10209,"Sutwell, Barbara",0,0,59238,0,19,MA,25065,41043,,Production       ,16,Fully Meets,3.4
10024,"Szabo, Andrew",0,1,92989,0,24,MA,30442,41827,,Software Engineering,10,Exceeds,4.5
10173,"Tannen, Biff",1,1,90100,0,4,MA,32074,42845,,IT/IS,13,Fully Meets,3.4
10221,"Tavares, Desiree  ",1,0,60754,1,19,MA,27487,39930,41365,Production       ,39,Fully Meets,4.5
10146,"Tejeda, Lenora ",1,0,72202,1,20,MA,19503,40679,42924,Production       ,16,Fully Meets,3.93
10161,"Terry, Sharlene ",0,0,58370,0,3,OR,23869,41911,,Sales,21,Fully Meets,3.69
10141,"Theamstern, Sophia",0,0,48413,1,19,MA,23871,40729,42618,Production       ,11,Fully Meets,3.98
10268,"Thibaud, Kenneth",4,1,67176,1,20,MA,27653,39258,40420,Production       ,39,Fully Meets,4.1
10123,"Tippett, Jeanette",2,0,56339,0,19,MA,24628,41323,,Production       ,12,Fully Meets,4.21
10013,"Torrence, Jack",3,1,64397,0,3,ND,24852,38726,,Sales,21,Exceeds,4.1
10287,"Trang, Mei",0,0,63025,0,19,MA,30452,41687,,Production       ,14,Needs Improvement,2.44
10044,"Tredinnick, Neville ",1,1,75281,1,15,MA,32268,42009,42412,IT/IS,7,Fully Meets,5
10102,"True, Edward",0,1,100416,1,24,MA,30481,41323,43205,Software Engineering,10,Fully Meets,4.6
10270,"Trzeciak, Cybil",0,0,74813,1,20,MA,31121,40553,41822,Production       ,11,Fully Meets,4.4
10045,"Turpin, Jumil",1,1,76029,0,15,MA,25293,42093,,IT/IS,7,Fully Meets,5
10205,"Valentin,Jackie",1,0,57859,0,3,AZ,33381,40729,,Sales,17,Fully Meets,2.81
10014,"Veera, Abdellah ",2,1,58523,1,19,MA,31808,41134,42405,Production       ,20,Exceeds,4.5
10144,"Vega, Vincent",2,1,88976,0,17,MA,25121,40756,,Production       ,2,Fully Meets,3.93
10253,"Villanueva, Noah",0,1,55875,0,3,ME,32700,40973,,Sales,17,Fully Meets,4.5
10118,"Voldemort, Lord",1,1,113999,1,8,MA,31631,42051,42788,IT/IS,4,Fully Meets,4.33
10022,"Volk, Colleen",1,0,49773,1,19,MA,31566,40812,42408,Production       ,18,Exceeds,4.3
10183,"Von Massenbach, Anna",0,0,62068,0,19,MA,31143,42190,,Production       ,22,Fully Meets,3.21
10190,"Walker, Roger",0,1,66541,0,20,MA,27800,41869,,Production       ,19,Fully Meets,3.11
10274,"Wallace, Courtney  E",1,0,80512,1,18,MA,20407,40812,40910,Production       ,2,Fully Meets,4.5
10293,"Wallace, Theresa",0,0,50274,1,19,MA,29435,41134,42248,Production       ,16,Needs Improvement,2.5
10172,"Wang, Charlie",0,1,84903,0,22,MA,29775,42781,,IT/IS,13,Fully Meets,3.42
10127,"Warfield, Sarah",4,0,107226,0,28,MA,28612,42093,,IT/IS,7,Fully Meets,4.2
10072,"Whittier, Scott",0,1,58371,1,19,MA,31921,40553,41774,Production       ,39,Fully Meets,5
10048,"Wilber, Barry",1,1,55140,1,19,MA,23994,40679,42254,Production       ,11,Fully Meets,5
10204,"Wilkes, Annie",2,0,58062,1,19,MA,30527,40553,41043,Production       ,19,Fully Meets,3.6
10264,"Williams, Jacquelyn  ",0,0,59728,1,19,MA,25478,40917,42182,Production       ,19,Fully Meets,4.3
10033,"Winthrop, Jordan  ",0,1,70507,1,20,MA,21496,41281,42421,Production       ,12,Exceeds,5
10174,"Wolk, Hang  T",0,0,60446,0,20,MA,31157,41911,,Production       ,14,Fully Meets,3.4
10135,"Woodson, Jason",0,1,65893,0,20,MA,31178,41827,,Production       ,20,Fully Meets,4.07
10301,"Ybarra, Catherine ",0,0,48513,1,19,MA,30075,39693,42276,Production       ,12,PIP,3.2
10010,"Zamora, Jennifer",0,0,220450,0,6,MA,29097,40278,,IT/IS,2,Exceeds,4.6
10043,"Zhou, Julia",0,0,89292,0,9,MA,28910,42093,,IT/IS,4,Fully Meets,5
10271,"Zima, Colleen",4,0,45046,0,19,MA,28719,41911,,Production       ,14,Fully Meets,4.5
